Chuck Lever                                       	       153	nfsv4 (150), last-call (15), gen-art (12), secdir (3), tls-reg-review (3)
Vittorio Bertola                                  	       151	add (53), ietf (32), dns-privacy (15), architecture-discuss (12), manycouches (12), dnsop (11), pearg (8), last-call (5), model-t (3), 108attendees (1), apn (1), dmarc (1), gendispatch (1), hrpc (1), ietf108planning (1), network-tokens (1), tools-discuss (1)
Loa Andersson                                     	       151	mpls (91), ietf (11), spring (10), bier (8), last-call (7), teas-3272bis-design-team (7), lsr (6), ipv6 (5), teas (5), pce (3), rtg-dir (3), wgchairs (3), detnet (2), bess (1), eligibility-discuss (1), manycouches (1), rfc-interest (1), tools-discuss (1), tsvwg (1), xml2rfc (1)
Jonathan Morton                                   	       149	tsvwg (137), iccrg (8), tcpm (7), opsawg (2), tcpprague (2), 107attendees (1), 108attendees (1), 109attendees (1), tools-discuss (1)
Hugh Petch                                        	       148	last-call (59), ietf (58), i2nsf (28), rfc-interest (10), yang-doctors (10), ipsec (8), tls (7), ccamp (5), pim (4), spring (4), tcpm (4), cose (3), kitten (3), mpls (3), tools-discuss (3), uta (3), anima (2), ietf108planning (2), ippm (2), core (1), ipr-wg (1), lisp (1), secdir (1), taps (1)
Tony Przygienda                                   	       145	rift (49), lsr (42), bier (34), ipv6 (12), wgchairs (5), 108attendees (2), bess (2), fdt (2), v6ops (2), opsawg (1), rtg-dir (1), spring (1), tools-discuss (1)
Douglas Foster                                    	       144	dmarc (144)
Francesca Palombini                               	       143	ace (43), cbor (38), secdispatch (20), gendispatch (16), ietf (10), last-call (7), core (6), gen-art (5), wgchairs (5), lake (4), 108attendees (2), 6lo (2), saag (2), rats (1), rtgwg (1), sacm (1), secdir (1), spasm (1)
David Noveck                                      	       141	nfsv4 (124), wgchairs (14), rfc-interest (5), gen-art (4), ietf (4), last-call (4), i18ndir (2), tsv-art (2)
Donald E. Eastlake 3rd                            	       140	babel (52), ietf (20), secdir (14), idr (11), bess (10), last-call (10), dnsop (9), lsr (3), sfc (3), 107attendees (2), dnsext (2), rfc-interest (2), rtg-bfd (2), tsvwg (2), wgchairs (2), gen-art (1), int-dir (1), tls (1), tools-discuss (1), trill (1), tsv-art (1)
Fred Baker                                        	       140	v6ops (61), ietf (24), wgchairs (24), ipv6 (9), int-area (6), ietf-community-india (5), manycouches (4), architecture-discuss (3), edu-team (3), mtgvenue (3), dnsop (2), 108attendees (1), ietf-and-github (1), last-call (1), qirg (1), rfc-interest (1), rmcat (1)
Larry M Masinter                                  	       140	ietf (72), manycouches (26), rfced-future (23), wpack (17), rfc-interest (6), wgchairs (4), bimi (2), covidimpacts-workshop (2), eligibility-discuss (2), ietf108planning (2), uri-review (2), 108attendees (1), art (1), urn (1)
Stuart W. Card                                    	       139	tm-rid (136), nwcrg (2), 107attendees (1), dtn (1), loops (1)
Andy Bierman                                      	       139	netmod (60), netconf (50), core (22), yang-doctors (15), i2nsf (4), last-call (3), dots (2), rfc-interest (2), ccamp (1), idr (1), teas (1)
Tony Li                                           	       138	lsr (115), architecture-discuss (15), apn (4), idr (4), network-tokens (4), edm (2), ipv6 (2), 108attendees (1), opsawg (1), teas (1)
Darren Dukes                                      	       138	srcomp (95), ipv6 (33), spring (20), bess (1)
Bruno Decraene                                    	       137	lsr (65), spring (57), idr (13), ipv6 (11), rtg-dir (7), last-call (5), ietf (2), 109attendees (1), bess (1), secdir (1), wgchairs (1)
Jaehoon (Paul) Jeong                              	       136	i2nsf (83), its (46), yang-doctors (26), last-call (9), gen-art (3), ipv6 (1), netmod (1), tsv-art (1)
Dr. Bernard D. Aboba                              	       135	webtransport (57), avt (43), architecture-discuss (9), dispatch (8), ietf (5), last-call (5), sframe (5), tsv-art (5), int-area (3), wgchairs (3), model-t (2), mpls (2), emu (1), ipv6 (1), perc (1), quic (1), v3 (1)
Cheng Li                                          	       134	srcomp (44), spring (33), ipv6 (22), idr (20), pce (15), ippm (10), lsr (2), rtgwg (2), 109attendees (1), bess (1), mpls (1)
Hector Santos                                     	       132	dmarc (88), ietf-smtp (28), emailcore (9), dcrup (5), ietf-822 (1), ietf-and-github (1), ietf-dkim (1)
Thomas Fossati                                    	       131	rats (37), core (30), sacm (30), tls (23), t2trg (5), teep (3), acme (2), ietf (2), suit (2), lwip (1)
Behcet Sarikaya                                   	       130	quic (35), ipv6 (21), 6gip (19), 5gangip (12), ietf (12), pidloc (10), manycouches (8), saag (3), 108attendees (2), last-call (2), t2trg (2), 107attendees (1), 109attendees (1), dmm (1), int-area (1), iotops (1), lisp (1), madinas (1), tsvwg (1)
Bernie Volz                                       	       128	dhcwg (98), v6ops (31), ipv6 (8), last-call (8), int-dir (5), lwip (3), gen-art (2), secdir (2), int-area (1), manycouches (1), wgchairs (1)
Ulrich Windl                                      	       128	ntp (128), last-call (6), tsv-art (2)
Rifaat Shekh-Yusef                                	       127	oauth (84), sipcore (29), secdir (11), captive-portals (6), last-call (4), ietf108planning (2), babel (1), ice (1), ietf (1), regext (1)
Ian Swett                                         	       127	quic (97), httpbisa (14), tcpm (9), ippm (6), last-call (5), tsv-art (3), webtransport (3), masque (2), ntp (2), dnsop (1), lp-wan (1)
Gunnar Hellstrom                                  	       126	avt (85), mmusic (41), last-call (7), tsv-art (5), gen-art (2), ietf (1)
Mario Loffredo                                    	       126	regext (120), last-call (3), gen-art (2), jsonpath (2), cbor (1), dispatch (1), httpapi (1), jmap (1), json (1), rfc-interest (1)
Mohit Sethi                                       	       125	emu (76), last-call (14), tls (13), gen-art (10), add (9), lwip (6), secdispatch (6), iot-directorate (4), iot-onboarding (4), core (3), dns-privacy (3), secdir (3), cose (2), i2nsf (2), lsr (2), saag (2), spasm (2), t2trg (2), ace (1), ecrit (1), ietf-community-india (1), ipsec (1), suit (1), taps (1)
Valery Smyslov                                    	       125	ipsec (68), dots (24), uta (15), last-call (9), secdir (7), saag (4), babel (3), dnsop (3), core (2), i2nsf (2), id-event (2), ietf (1), secdispatch (1), tls (1)
Zhaohui (Jeffrey) Zhang                           	       124	bier (62), bess (34), rift (11), mpls (6), pals (6), idr (5), teas (4), detnet (2), ipv6 (2), lsr (2), pim (2), spring (1)
Jingrong Xie                                      	       124	ipv6 (48), bier (43), spring (30), pim (7), lsr (6), bess (4), v6ops (3), idr (2), rtgwg (2), mboned (1), mpls (1), teas (1)
Yaron Sheffer                                     	       123	txauth (69), tools-discuss (15), last-call (14), id-event (13), secdir (12), saag (6), acme (4), nfsv4 (4), cbor (3), detnet (2), gen-art (2), manycouches (2), opsawg (2), tls (2), cfrg (1), ietf (1), ipsec (1), oauth (1), uta (1), wgchairs (1)
Joseph A. Salowey                                 	       123	emu (70), tls (29), privacy-pass (9), last-call (7), secdir (7), anima (4), cfrg (2), tls-reg-review (2), dmm (1), ietf (1), lsr (1), pearg (1), regext (1), saag (1), spasm (1), wgchairs (1)
Jason Sterne                                      	       122	netmod-ver-dt (65), netmod (53), netconf (8), opsawg (3)
Huaimo Chen                                       	       121	lsr (46), idr (23), pce (19), rtgwg (18), spring (5), bier (4), bess (3), gen-art (3), last-call (3), mpls (3), rtg-dir (2), teas (2), grow (1), opsawg (1)
David L. Black                                    	       120	tsvwg (69), detnet (23), tsv-art (15), last-call (14), nvo3 (8), int-area (5), saag (5), bmwg (4), wgchairs (4), nfsv4 (3), secdir (3), 108attendees (2), 107attendees (1), gen-art (1), ietf (1), ietf-and-github (1), rfc-interest (1)
Brian Dickson                                     	       120	dnsop (55), dns-privacy (27), add (18), idr (17), grow (4), captive-portals (2), homenet (2), int-area (2), last-call (2), secdir (2)
Barbara Stark                                     	       118	babel (36), ietf (28), last-call (14), add (12), wgchairs (9), homenet (7), ipv6 (7), tls (5), dnssd (4), ietf-and-github (4), eligibility-discuss (3), secdir (3), admin-discuss (1), gen-art (1), iotops (1), rtg-dir (1)
Stéphane Bortzmeyer                               	       116	add (32), ietf (24), dns-privacy (17), dnsop (15), last-call (7), pearg (6), architecture-discuss (4), hrpc (4), int-area (4), regext (4), fdt (2), 107attendees (1), httpbisa (1), quic (1)
Balazs Varga                                      	       116	detnet (115), last-call (26), rtg-dir (11), tsv-art (8), gen-art (6), secdir (4)
Ines Robles                                       	       115	roll (85), last-call (22), gen-art (15), iot-directorate (12), dnsop (3), opsawg (3), rtg-dir (3), spasm (3), idr (2), sipcore (2), 6lo (1), core (1), dhcwg (1), ietf (1), lwip (1), stir (1)
Colin Perkins                                     	       114	icnrg (15), irtf-announce (15), avt (13), cfrg (13), ietf (13), rfced-future (11), ietf108planning (6), nwcrg (5), panrg (5), last-call (4), tsv-art (4), gendispatch (3), irtf-discuss (3), tsvwg (3), 108attendees (2), hrpc (2), qirg (2), rmcat (2), taps (2), 107attendees (1), 109attendees (1), 6lo (1), architecture-discuss (1), dispatch (1), gen-art (1), int-area (1), model-t (1), mpls (1), saag (1), smart (1), v3 (1), venue-selection (1), wgchairs (1)
Ben Campbell                                      	       114	dispatch (65), ietf (15), wgchairs (15), last-call (6), rfced-future (5), 108attendees (3), architecture-discuss (3), manycouches (3), sframe (3), stir (3), 107attendees (1), calsify (1), gen-art (1), hipsec (1), ima (1), mls (1), tools-discuss (1)
Tianran Zhou                                      	       114	opsawg (30), ippm (22), lsr (22), netconf (17), bier (11), ipv6 (6), spring (6), idr (3), last-call (3), ippm-ioam-ix-dt (2), mpls (2), wgchairs (2), dhcwg (1), dnssd (1), netmod (1), pce (1), v6ops (1)
Vijay K. Gurbani                                  	       113	alto (70), wgchairs (20), gen-art (15), last-call (14), edm (8), 6tisch (3), regext (3), cdni (2), nfsv4 (2), ntp (2), 6lo (1), avt (1), cose (1), id-event (1), quic (1)
Weiqiang Cheng                                    	       113	srcomp (83), spring (11), mpls (8), idr (5), ipv6 (3), pce (3), rtg-bfd (2), bess (1), lsr (1), opsawg (1)
Mahesh Jethanandani                               	       112	netconf (40), babel (15), netmod-ver-dt (13), netmod (12), yang-doctors (11), tcpm (9), idr (7), rtg-bfd (4), wgchairs (4), 107attendees (3), rtgwg (3), last-call (2), rats (1), rtg-dir (1), secdir (1), tools-discuss (1)
Tal Mizrahi                                       	       112	ippm-ioam-ix-dt (70), ippm (24), ntp (8), last-call (7), quic (3), rtg-dir (3), sfc (2), spring (2), detnet (1), gen-art (1), netmod (1), tictoc (1), tsv-art (1)
Ted Hardie                                        	       111	ietf (23), dispatch (18), add (11), eligibility-discuss (10), quic (10), architecture-discuss (5), wpack (5), dns-privacy (4), mmusic (4), art (3), ipv6 (3), last-call (3), masque (3), rfc-interest (2), uri-review (2), admin-discuss (1), din (1), ecrit (1), httpbisa (1), model-t (1), spring (1), venue-selection (1), webtransport (1), wgchairs (1)
Martin Björklund                                  	       111	netmod (54), netconf (40), yang-doctors (19), last-call (5), i2nsf (4), teas (3), ccamp (2), opsawg (2)
Pablo Camarillo                                   	       110	spring (96), ipv6 (19), last-call (9), dmm (3), secdir (2), bess (1), idr (1), int-dir (1), ippm (1), lsr (1), tsv-art (1)
Tero Kivinen                                      	       109	secdir (58), ipsec (45), last-call (9), i2nsf (4), curdle (3), lwip (3), detnet (2), lisp (2), 107attendees (1), anima (1), idr (1), ietf (1), lake (1), mpls (1), ntp (1), rtgwg (1), saag (1), wgchairs (1)
Miroslav Lichvar                                  	       109	ntp (109)
Mark P. Andrews                                   	       108	dnsop (69), ipv6 (14), ietf (13), behave (3), ietf-smtp (3), rfc-interest (3), wgchairs (3), httpbisa (2), ntp (2), 108attendees (1), architecture-discuss (1), hackathon (1), int-area (1), manycouches (1)
Marco Tiloca                                      	       108	core (71), ace (33), dots (2), lake (2), cbor (1), iot-directorate (1), netmod (1)
Michael Hammer                                    	       108	dmarc (107), spfbis (1)
Yoav Nir                                          	       107	tls-reg-review (28), ietf (25), ipsec (14), tls (12), acme (7), last-call (6), i2nsf (5), secdir (5), 107attendees (4), wgchairs (4), saag (3), 6tisch (2), 108attendees (1), 109attendees (1), cfrg (1), idr (1), netconf (1), quic (1)
Viktor Dukhovni                                   	       107	tls (49), ietf-smtp (19), ietf (16), dnsop (10), saag (6), dane (2), dcrup (2), dns-privacy (1), gendispatch (1), uta (1)
Nancy Cam-Winget                                  	       106	rats (51), teep (21), opsec (17), last-call (6), secdir (6), tls (6), iot-directorate (5), cose (3), its (2), saag (2), wgchairs (2), 109attendees (1), dispatch (1), idr (1), ietf-and-github (1), mile (1), opsawg (1)
Brian Rosen                                       	       105	rum (29), ecrit (16), avt (12), rfced-future (10), stir (9), enum (7), sipcore (6), jsonpath (5), last-call (5), dispatch (4), tools-discuss (3), iot-directorate (2), cbor (1), edu-team (1), ietf (1), json (1)
Neil Madden                                       	       105	oauth (88), cfrg (12), jose (4), last-call (2), cose (1)
Tony Finch                                        	       104	dnsop (60), dns-privacy (25), ntp (5), add (4), rfc-interest (3), ietf-smtp (2), jsonpath (2), saag (2), ipv6 (1), v6ops (1)
Andrew G. Malis                                   	       103	ietf (26), detnet (17), wgchairs (13), mpls (12), rfc-interest (10), 107attendees (4), rfced-future (4), eligibility-discuss (3), manycouches (3), pals (3), bess (2), idr (2), ietf-hub-boston (2), iotops (2), last-call (2), rtg-dir (2), tools-discuss (2), ietf108planning (1), int-area (1), mtgvenue (1), spring (1), tsvwg (1), venue-selection (1)
Al Morton                                         	       103	bmwg (53), ippm (41), last-call (14), secdir (5), wgchairs (4), tsv-art (3), mmusic (2), rtg-dir (2), 6lo (1), opsawg (1), spring (1), tls (1)
Nick Banks                                        	       103	quic-issues (96), quic (7)
Portia Wenze-Danley                               	       102	ietf-announce (71), ietf (11), 109all (10), ietf-surveys (10), 107all (8), irtf-announce (7), 108all (5), manycouches (5), rfp-announce (5), recentattendees (2), admin-discuss (1), ietf108planning (1), wgchairs (1)
Wim Henderickx                                    	       102	srcomp (75), ipv6 (21), spring (14), rtgwg (2), bess (1), bier (1), teas (1)
Jen Linkova                                       	       102	ipv6 (41), v6ops (41), dhcwg (25), opsec (9), panrg (8), last-call (7), tls (7), iot-directorate (5), ietf (2), gen-art (1), manycouches (1), secdir (1)
Job Snijders                                      	       101	sidrops (69), idr (10), ietf (10), grow (9), last-call (3), 108attendees (1), gen-art (1), spring (1), v6ops (1), wgchairs (1)
Annabelle Backman                                 	       101	txauth (38), oauth (37), id-event (22), httpbisa (4), gen-art (1), last-call (1)
S.J.M. Steffann                                   	       101	ipv6 (60), spring (51), srcomp (28), ietf (6), idr (1), v6ops (1)
Rahul Jadhav                                      	       100	roll (88), tcpm (6), 6lo (3), lp-wan (3), iot-directorate (2), ietf-community-india (1), last-call (1), quic (1)
John Preuß Mattsson                               	        99	cose (23), cfrg (17), emu (17), ace (14), tls (10), lake (7), core (5), uta (5), cbor (4), lwip (3), ipsec (1)
Glenn Deen                                        	        98	add (71), ietf (7), tlp-interest (7), mops (5), dispatch (4), wgchairs (3), architecture-discuss (1), tools-discuss (1)
Eric Kinnear                                      	        98	quic-issues (97), masque (10), quic (9), httpbisa (4), webtransport (3)
Wesley Eddy                                       	        97	tsvwg (47), tsv-art (30), tcpm (19), last-call (2), idr (1), iot-directorate (1), wgchairs (1)
Ivaylo Petrov                                     	        96	core (42), cose (39), netmod (15), lp-wan (13), last-call (3), iot-directorate (2), lake (2), gen-art (1), jose (1)
Michael Scharf                                    	        95	tcpm (73), last-call (8), tsv-art (8), tsvwg (7), mmusic (5), idr (3), teas (2), avt (1), i2nsf (1), lsr (1), lwip (1), multipathtcp (1), netconf (1), panrg (1), taps (1)
Michael Tüxen                                     	        95	tsvwg (41), tcpm (27), xml2rfc (10), opsawg (4), tsv-art (4), ietf (3), iccrg (2), last-call (2), pearg (2), quic (2), detnet (1), dots (1), v6ops (1), wgchairs (1), xml2rfc-dev (1)
Kiran Makhijani                                   	        95	teas-ns-dt (69), teas (32), lsr (5)
Ingemar Johansson                                 	        94	tsvwg (91), iccrg (16), tcpprague (3), quic (1)
Yingzhen Qu                                       	        93	rtgwg (39), lsr (33), last-call (13), rtg-dir (9), spring (9), yang-doctors (9), netmod (6), anima (2), mpls (2), pim (2), gen-art (1), idr (1), opsawg (1), sidrops (1), tsv-art (1)
Zheng Zhang                                       	        93	bier (43), pim (19), ipv6 (9), mboned (7), rift (7), last-call (5), yang-doctors (5), bess (3), nvo3 (2), rtg-dir (2), spring (2), detnet (1), ippm (1), lsr (1), secdir (1)
Chris Morrow                                      	        93	sidrops (52), ietf (15), grow (13), ipv6 (6), wgchairs (4), tools-discuss (3), last-call (1)
Tom Jones                                         	        92	txauth (82), quic-issues (6), oauth (2), tsvwg (2)
Jim Fenton                                        	        90	dmarc (62), ietf (6), tools-discuss (6), wgchairs (6), jmap (3), kitten (3), model-t (2), rfc-interest (2), codesprints (1), dcrup (1), ietf-dkim (1), uta (1)
Glen Barney                                       	        89	tools-implementation (35), ietf-announce (17), tools-discuss (17), tools-development (6), it-test (5), 107attendees (4), rfc-interest (4), 107all (1), ietf (1), wgchairs (1)
Daniele Ceccarelli                                	        89	ccamp (65), teas (15), last-call (5), rtg-dir (4), ietf (3), yang-doctors (3), idr (2), lsr (2), teas-3272bis-design-team (2), opsawg (1), pce (1), teas-ns-dt (1)
James Gould                                       	        89	regext (89)
Karen O'Donoghue                                  	        88	ntp (38), sacm (28), wgchairs (12), edu-team (7), last-call (4), ntpwg (2), saag (2), 109-newcomers (1), gen-art (1), jose (1), scuba-ag (1), secdir (1), tictoc (1)
Jakob Heitz                                       	        88	idr (61), grow (16), sidrops (9), rtgwg (5), bess (4), spring (4), ipv6 (3), gen-art (1), last-call (1)
Reza Rokui                                        	        88	teas-ns-dt (72), teas (26)
Wes Hardaker                                      	        87	dnsop (34), ietf (13), rfced-future (11), wgchairs (11), last-call (6), rfc-interest (4), 108attendees (3), architecture-discuss (3), manycouches (3), mentoring-coordinators (3), secdir (3), add (1), edu-team (1), isms (1), pearg (1)
Wojciech Kozlowski                                	        87	qirg (86), wgchairs (1)
Giuseppe Fioccola                                 	        86	ipv6 (30), ippm (27), idr (11), pce (9), last-call (5), v6ops (5), gen-art (4), mpls (2), spring (2), nmrg (1), opsawg (1), quic (1), secdir (1)
Rakesh Gandhi                                     	        86	ippm (52), spring (24), pce (17), mpls (7), ipv6 (1)
Eric Voit                                         	        86	rats (58), netconf (27), sfc (1), yang-doctors (1)
Y. Richard Yang                                   	        85	alto (85), last-call (10), gen-art (5), secdir (4), cdni (3)
Laurent Ciavaglia                                 	        85	nmrg (62), wgchairs (6), anima (5), coin (2), hrpc (2), opsawg (2), cfrg (1), chirp (1), hackathon (1), irtf-announce (1), irtf-discuss (1), manycouches (1), panrg (1), tools-discuss (1)
Stephen Kent                                      	        85	sidrops (80), anima (4), last-call (1), netmod (1), secdir (1)
Scott Kitterman                                   	        85	dmarc (68), ietf-smtp (4), last-call (4), dcrup (3), ietf (3), ietf-dkim (3), dispatch (2), gen-art (2), spfbis (2)
Alan DeKok                                        	        85	emu (73), spasm (25), opsawg (8), radext (2), saag (2), int-area (1), mathmesh (1)
Jared Mauch                                       	        84	ietf (27), ipv6 (16), architecture-discuss (8), sidrops (6), dnsop (5), idr (4), 107attendees (3), i18n-discuss (3), wgchairs (3), internetgovtech (2), caris-attendees (1), emserv-discuss (1), inip-discuss (1), iotsi (1), manycouches (1), marnew (1), mtgvenue (1), privsec-discuss (1), quic (1), stackevo-discuss (1)
Christian Amsüss                                  	        84	core (71), ace (7), dots (5), last-call (5), gen-art (3), 108attendees (2), lake (2), lp-wan (2), secdir (2), cbor (1), emu (1), ipv6 (1), lwip (1), t2trg (1), tsv-art (1)
Marie-Jose Montpetit                              	        84	coin (49), nwcrg (18), architecture-discuss (5), icnrg (4), loops (3), wgchairs (3), cfrg (2), t2trg (2), bier (1), iccrg (1), iot-directorate (1), irtf-discuss (1), rtgwg (1)
Shuping Peng                                      	        82	ipv6 (26), spring (21), apn (16), network-tokens (14), pce (13), architecture-discuss (12), idr (5), rtgwg (3), v6ops (3), dhcwg (1), ietf (1), teas (1)
Andrew Alston                                     	        82	ipv6 (54), spring (46), ietf (11), architecture-discuss (2), int-area (2), idr (1)
John Drake                                        	        82	teas-ns-dt (42), teas (16), bess (12), lsr (11), idr (4), ietf (2), spring (2)
Xuesong Geng                                      	        82	bier (26), detnet (22), lsr (12), ipv6 (8), teas (7), spring (6), tsvwg (4), pce (2), dmm (1), rtgwg (1), teas-ns-dt (1)
Jon Shallow                                       	        82	dots (68), core (23), yang-doctors (2), last-call (1)
Carles Gomez                                      	        81	6lo (36), tcpm (20), lwip (17), last-call (13), iot-directorate (5), lp-wan (5), roll (3), gen-art (2), int-dir (2), core (1), rtg-dir (1), secdir (1), tsv-art (1), wgchairs (1)
Hendrik Brockhaus                                 	        81	spasm (69), ace (9), anima (4), pkix (4), secdispatch (4)
Göran Selander                                    	        80	lake (46), ace (14), cose (13), core (10), gen-art (2), emu (1), lwip (1)
Lorenzo Colitti                                   	        80	ipv6 (62), v6ops (13), dhcwg (9), last-call (8), iot-directorate (6), captive-portals (1), network-tokens (1)
Jeffrey Haas                                      	        79	idr (31), rtg-bfd (22), bess (5), bgp-autoconf (5), grow (4), wgchairs (4), 108attendees (3), rfc-interest (3), sidrops (3), secdir (2), yang-doctors (1)
Dirk Kutscher                                     	        79	icnrg (55), din (10), wgchairs (4), coin (3), ietf (2), nwcrg (2), 108attendees (1), cfrg (1), model-t (1)
David R. Oran                                     	        78	icnrg (47), xml2rfc (21), ietf-hub-boston (2), lwip (2), t2trg (2), 108attendees (1), captive-portals (1), cfrg (1), homenet (1), int-area (1), nwcrg (1), panrg (1), pearg (1)
Doug Ewell                                        	        78	ietf-languages (76), cbor (2)
Aaron Parecki                                     	        78	oauth (62), txauth (16)
Sara Dickinson                                    	        77	dns-privacy (67), last-call (15), pearg (9), gen-art (3), secdir (2), add (1)
Dino Farinacci                                    	        77	lisp (48), mboned (13), architecture-discuss (12), ietf (8), pim (5), mcast-wifi (3), din (1), int-area (1), secdir (1)
Shumon Huque                                      	        77	dnsop (60), dns-privacy (8), secdispatch (7), iot-onboarding (6), last-call (3), gen-art (2), secdir (1)
Vittorio Bertocci                                 	        77	oauth (72), txauth (5)
Kathleen Moriarty                                 	        76	ietf (19), rats (14), tls (8), last-call (7), manycouches (6), wgchairs (6), acme (4), txauth (4), architecture-discuss (3), model-t (3), sacm (3), opsec (2), ace (1), emu (1), ietf108planning (1), mile (1), secdir (1), smart (1), suit (1), tsvwg (1)
Tim Chown                                         	        75	ietf (17), last-call (15), ipv6 (8), mboned (8), v6ops (7), wgchairs (6), 108attendees (5), dots (3), igmp-mld-bis (3), int-dir (3), qirg (3), captive-portals (2), sipcore (2), spasm (2), tsvwg (2), architecture-discuss (1), bess (1), ietf108planning (1), int-area (1), manycouches (1), panrg (1), sfc (1), spring (1)
Carlos J. Bernardos                               	        75	dhcwg (34), dmm (22), last-call (13), int-dir (10), raw (6), its (5), secdir (2), wgchairs (2), coin (1), ietf (1), iot-directorate (1), madinas (1), regext (1), sfc (1), t2trg (1)
Achim Kraus                                       	        75	tls (38), core (33), dots (7), uta (3), dtls-iot (1)
Carlos Pignataro                                  	        75	sfc (38), last-call (17), mpls (10), int-dir (6), rtg-dir (6), dmm (5), detnet (4), rtg-bfd (4), secdir (3), ippm (2), pce (2), spring (2), dnsop (1), tsv-art (1)
Dr. Masataka Ohta                                 	        75	ietf (70), dnsop (5)
Tarek Saad                                        	        74	mpls (48), teas (14), netmod (5), spring (5), last-call (3), pce (3), gen-art (2), lsr (2)
Brandon Long                                      	        73	dmarc (55), ietf-822 (7), ietf-smtp (4), dispatch (3), extra (2), art (1), ietf-dkim (1)
Scott Burleigh                                    	        73	dtn (73), gen-art (1), last-call (1)
Harlan Stenn                                      	        73	ntp (73), last-call (10), secdir (4), gen-art (2)
Tim Bruijnzeels                                   	        73	sidrops (73)
Jake Holland                                      	        72	tsvwg (43), mboned (20), mops (6), pim (3), tcpm (2), ietf (1), int-area (1), saag (1), taps (1)
Bo Wu                                             	        72	teas-ns-dt (25), opsawg (22), netmod-ver-dt (19), last-call (6), netmod (5), yang-doctors (5), teas (2), netconf (1), secdir (1)
Zafar Ali                                         	        71	ipv6 (46), spring (43), idr (3), bess (2), ippm (2), lsr (2), ietf (1), mpls (1), pce (1)
Neil Jenkins                                      	        71	calsify (56), jmap (10), extra (3), last-call (2), media-types (2), gen-art (1), secdir (1)
Balázs Lengyel                                    	        71	netmod (43), netconf (25), netmod-ver-dt (6), yang-doctors (3)
Jason Livingood                                   	        70	ietf (40), add (6), admin-discuss (6), ietf108planning (6), gendispatch (5), architecture-discuss (3), manycouches (3), tools-discuss (2), wgchairs (2), 107attendees (1), captive-portals (1), covidimpacts-workshop (1), homenet (1), iasa20 (1), int-area (1), venue-selection (1)
Greg Shepherd                                     	        70	bier (47), mboned (16), ietf (3), tools-discuss (3), wgchairs (3), lsr (1), manycouches (1), mops (1)
Stanislav V. Smyshlyaev                           	        70	crypto-panel (36), cfrg (32), saag (2), dnsop (1), tls-reg-review (1)
Seth Blank                                        	        69	dmarc (66), emailcore (3), last-call (2), gen-art (1)
Marc Petit-Huguenin                               	        68	ietf (22), tram (15), fdt (10), rfc-interest (8), last-call (3), tsvwg (3), hackathon (2), rfc-markdown (2), tls (2), webtransport (2), 108attendees (1), abnf-discuss (1), avt (1), behave (1), tools-discuss (1), v3 (1)
Deborah Brungard                                  	        68	teas (13), raw (10), lsr (9), mpls (8), detnet (7), ieee-ietf-coord (5), bier (3), ietf (3), rtg-dir (3), ccamp (2), last-call (2), lisp (2), manet (2), pce (2), teas-ns-dt (2), tls (2), wgchairs (2), architecture-discuss (1), dns-privacy (1), i2rs (1), sfc (1)
Michael Douglass                                  	        68	calsify (66), httpbisa (2)
Yali Wang                                         	        68	ippm (30), lsr (28), idr (7), its (3), ipv6 (1), pce (1)
Vladimir Dzhuvinov                                	        68	oauth (61), txauth (5), jose (2)
Suresh Krishnan                                   	        67	ipv6 (9), last-call (7), ietf (6), hipsec (4), int-area (4), manycouches (4), dtn (3), ietf-and-github (3), uta (3), 6lo (2), core (2), dns-privacy (2), gendispatch (2), ietf-announce (2), iot-directorate (2), lp-wan (2), nfsv4 (2), ntp (2), nvo3 (2), rfc-interest (2), tsv-art (2), v6ops (2), wpack (2), alto (1), captive-portals (1), dhcwg (1), eligibility-discuss (1), masque (1), mboned (1), mpls (1), pce (1), spring (1), tcpm (1), wgchairs (1)
Brian Sipos                                       	        67	dtn (61), acme (3), cose (3)
Scott O. Bradner                                  	        66	ietf (43), last-call (17), lsr (11), bmwg (4), rfced-future (4), 108attendees (2), spring (2), architecture-discuss (1), dnsop (1), gen-art (1), recentattendees (1)
Dale R. Worley                                    	        66	gen-art (20), last-call (20), urn (12), cbor (8), sipcore (7), dispatch (6), nfsv4 (6), avt (5), dmarc (4), spasm (4), tools-discuss (3), v6ops (3), ecrit (2), idr (2), art (1), ietf-hub-boston (1), nvo3 (1), pce (1), tls (1)
Mankamana Prasad Mishra                           	        66	bess (45), bier (8), pim (5), bgp-autoconf (3), mboned (3), ippm (1), lsr (1)
Nick Harper                                       	        66	quic-issues (37), tls (17), quic (7), httpbisa (5), opsec (3), opsawg (2)
Luis M. Contreras                                 	        65	teas-ns-dt (27), teas (19), alto (12), nmrg (4), mpls (1), opsawg (1), spring (1), tsvwg (1)
Zhenbin Li                                        	        65	idr (15), spring (13), ipv6 (10), pce (7), apn (6), architecture-discuss (5), rtgwg (5), lsr (4), bess (2), ietf (2), ippm (2), mpls (2), opsawg (2), teas (2), network-tokens (1)
Igor Lubashev                                     	        65	quic-issues (46), quic (18), ippm (4), ipv6 (1)
Andrew Campling                                   	        64	add (37), architecture-discuss (10), ietf (6), dns-privacy (5), gendispatch (3), 107attendees (1), 108attendees (1), dnsop (1), rfc-interest (1), tls (1), wgchairs (1)
